"Term","Label","Description","ParentTerm","RelatedTerms","Relation","Comment","Source","Created","Modified","Status","Contributors","Resolution","","","","","","","","","","","","",""
"Technology","Technology","The technology, technological implementation, or any techniques, skills, methods, and processes used or utilised within a given context","","","","","","2021-10-13","","proposed","Harshvardhan J. Pandit","","","","","","","","","","","","","",""
